StartDate,dataHour,green_energy_HU,green_energy_IT,green_energy_PO,green_energy_SP,green_energy_UK,green_energy_DE,green_energy_DK,green_energy_SE,green_energy_NE,load_HU,load_IT,load_PO,load_SP,load_UK,load_DE,load_DK,load_SE,load_NE
2022-01-02,21,836,6941,6495,7926,0,181714,3948,9366,16570,18475,22897,15711,24535,1655,200590,3559,15506,46842
2022-01-02,22,867,7732,6497,6772,0,177058,3615,8176,17174,17309,20859,14918,22800,1501,188411,3394,15319,44466
2022-01-02,23,1029,7833,6163,6853,0,177722,3424,8078,16800,16340,19413,14446,21173,1322,179879,3345,15049,42800
2022-01-03,00,1232,7919,5846,7304,0,172760,3273,7897,15291,15728,18841,14223,20153,1129,173128,3308,14808,41392
2022-01-03,01,1219,8100,5513,7764,0,167692,3297,7897,15191,15247,18543,14320,19679,1012,170685,3285,14886,40806
2022-01-03,02,1006,8306,5119,8240,0,167340,3700,8390,14849,15225,19052,14814,19754,980,173478,3361,15344,40492
2022-01-03,03,960,8372,4559,7981,0,171197,4312,8801,15229,16018,20705,15727,20516,926,181772,3584,15734,40988
2022-01-03,04,1144,6553,4420,7817,0,184861,4806,10816,16200,18135,24670,18749,22969,911,199216,4201,17213,43740
2022-01-03,05,982,7130,4176,8125,0,201144,5033,12637,16798,21080,28930,20921,26155,930,228635,4772,18764,47804
2022-01-03,06,1426,9251,4405,9028,0,203075,5162,12970,16929,22265,32665,22135,28546,990,250878,5079,19396,52778
2022-01-03,07,1768,10528,4455,11578,0,204140,5753,12979,17148,22989,35378,22929,30212,1170,261928,5072,19451,57029
2022-01-03,08,1798,10719,4777,14369,0,207695,6024,13029,17144,23502,35696,22935,31106,1341,267001,5190,19620,58111
2022-01-03,09,1982,10817,5297,15819,0,212278,6272,13356,17154,23775,35706,23366,30788,1489,272754,5246,19916,56875
2022-01-03,10,2502,10591,5885,16915,0,218945,6382,13394,17297,23804,34695,23608,30499,1670,279273,5134,20005,55464
2022-01-03,11,2595,10331,5969,17930,0,217933,6390,13650,17371,23651,34343,23666,30485,1781,280238,5078,20204,55854
2022-01-03,12,2797,9426,5787,18416,0,209299,6309,13776,17332,22992,34803,23374,30083,1857,275534,5043,20225,56252
2022-01-03,13,2118,8513,5962,18606,0,198213,6378,14050,17064,23119,35188,23417,29167,1969,272737,5021,20687,57466
2022-01-03,14,1473,8320,5982,16944,0,190058,6361,14221,16699,23529,36242,23971,28768,1979,268449,5200,20855,58816
2022-01-03,15,1206,9732,5841,14300,0,192428,6482,14550,16391,24350,38273,23882,29274,1979,273844,5535,21041,61242
2022-01-03,16,1055,9455,5532,13702,0,190516,6151,14547,15956,24105,38007,23558,31072,2046,281315,5326,20625,63810
2022-01-03,17,981,8682,5111,14509,0,185030,5583,14838,15161,23765,37629,23340,31843,2398,278636,4973,20368,60621
2022-01-03,18,882,7753,4985,14881,0,176424,5041,14419,14794,23324,35243,22852,32306,2500,268893,4586,19675,58003
2022-01-03,19,768,6639,4895,15087,0,166359,4451,13911,13703,22524,32509,21306,31729,2291,251772,4316,18948,54823
2022-01-03,20,824,6307,4813,15037,0,161303,4080,13610,12828,21649,29132,19825,29097,2150,238359,4040,18102,52129
2022-01-03,21,857,6234,4880,14543,0,153796,3692,13214,12028,20734,26221,18509,26455,1984,225141,3758,17269,49295
2022-01-03,22,789,6126,4727,14896,0,145973,3238,12234,11360,19566,23813,17594,24775,1792,211453,3577,17009,46530
2022-01-03,23,824,6035,4421,15911,0,147704,2933,11811,10775,18383,22311,16880,22985,1587,200166,3488,16824,44424
2022-01-04,00,847,6126,4178,17277,0,142454,2736,11465,10085,17491,21366,16612,21880,1399,192525,3429,16796,43524
2022-01-04,01,901,6684,4185,17653,0,131827,2788,11440,9834,16824,21079,16603,21345,1261,190963,3454,16723,42615
2022-01-04,02,938,7298,3970,17529,0,122773,2744,11984,8640,16628,21376,16936,21264,1242,193124,3528,17084,42249
2022-01-04,03,906,7379,3757,16689,0,111458,2475,12625,7541,17349,22797,17763,21935,1194,199292,3716,17985,42804
2022-01-04,04,874,7089,3568,15497,0,103242,2521,13141,7402,19280,26625,20158,24068,1156,213215,4255,19017,45047
2022-01-04,05,866,7686,3300,15269,0,99290,2769,13342,6612,22153,30832,22051,26973,1148,235791,4878,20133,49175
2022-01-04,06,883,9143,3298,16653,0,102634,2726,14018,6663,22996,34806,23023,28993,1258,254271,5205,20800,54802
2022-01-04,07,1504,10427,3044,18025,0,102328,2849,13934,5847,22979,36950,23454,30459,1530,265425,5238,20732,59275
2022-01-04,08,2252,11729,2804,19404,0,104276,3017,13813,6418,22958,37370,23660,31305,1892,269692,5314,20622,60815
2022-01-04,09,2509,12759,2951,20493,0,109686,3309,13819,4828,23194,37404,24118,31355,2147,272977,5333,20849,60695
2022-01-04,10,2554,12949,2702,20899,0,111281,3647,14133,5676,23504,36515,24361,31292,2285,278605,5260,20973,60731
2022-01-04,11,2284,12767,2537,20966,0,110563,3525,13982,6077,23930,35879,24276,31527,2317,277806,5227,20749,60624
2022-01-04,12,2088,12426,2485,21698,0,110222,3734,13969,6803,23658,36285,24024,31273,2335,273462,5188,20770,60527
2022-01-04,13,1944,11059,2524,21343,0,109492,3860,13862,6702,23807,36395,23959,30405,2393,271398,5091,21558,60152
2022-01-04,14,1728,10012,2580,20867,0,113225,3891,13703,5948,24064,37175,24402,30188,2340,271699,5299,21965,60484
2022-01-04,15,1746,10868,2879,19832,0,118839,4117,13564,7995,24804,38809,24328,30488,2335,275108,5641,22098,62735
2022-01-04,16,1746,10472,3277,18689,0,124073,4436,13413,7117,24481,38606,23992,31590,2424,280297,5430,21647,65179
2022-01-04,17,1723,10101,3373,19153,0,119108,5023,13518,8768,24196,38158,23736,32085,2722,277994,5147,21163,61854
2022-01-04,18,1626,9201,3582,20384,0,120040,5355,13321,11030,23676,35807,23112,32753,1423,270170,4855,20499,59419
2022-01-04,19,1613,8793,3671,20896,0,119765,5555,13039,11075,22830,33021,21669,32032,1255,254412,4594,19641,56378
2022-01-04,20,1390,8483,3579,20643,0,117422,5543,13085,12467,21785,29495,20229,29607,2383,242520,4322,19007,53698
2022-01-04,21,1484,8276,3617,19585,0,120431,5439,12771,13959,20845,26393,18802,26964,2180,230236,4036,18021,51094
2022-01-04,22,1476,8697,3762,18807,0,126816,5502,12694,13899,19721,23875,17752,25526,1964,216521,3905,17745,48171
2022-01-04,23,1391,8820,3620,19272,0,134885,5590,12532,14492,18448,22316,17163,23719,1700,207787,3780,17270,46082
2022-01-05,00,1340,9011,3300,18999,0,146838,5059,12519,15124,17644,21457,16787,22560,1453,200502,3879,17050,44542
2022-01-05,01,1276,9327,3114,18669,0,158191,4862,12491,15578,17016,21328,16803,22015,1326,199264,3864,17103,44317
2022-01-05,02,1198,9142,2866,18467,0,165437,4748,12513,16051,16847,21548,17166,21928,1310,204027,3871,17262,44149
2022-01-05,03,1097,9196,2744,17598,0,167380,4708,12681,16432,17583,23074,17874,22317,1269,211423,3959,17810,44739
2022-01-05,04,934,8034,2839,16002,0,173898,4636,13326,16694,19351,26683,20243,24279,1257,227155,4512,19235,46258
2022-01-05,05,955,8602,2981,16829,0,171473,4328,13734,17091,22297,30651,22207,27094,1283,251452,5145,20644,49996
2022-01-05,06,1101,10927,3317,17601,0,179409,3964,13663,17407,23121,34278,23028,29198,1377,272135,5389,21248,55534
2022-01-05,07,1187,12660,3672,19498,0,187414,3692,13621,17311,23629,36402,23535,30892,1675,282406,5428,21376,59353
2022-01-05,08,1362,12720,3753,21463,0,196723,3852,13411,17343,23905,36448,23727,31720,2125,287659,5469,21549,61021
2022-01-05,09,1580,12244,3968,22006,0,211729,4113,13308,17411,24176,36161,24107,31813,2356,292886,5472,21489,61124
2022-01-05,10,1673,12242,4176,22693,0,222046,4341,13187,17642,24580,35419,24197,31696,2496,297686,5433,21319,60209
2022-01-05,11,1579,11765,4174,23626,0,230056,4610,13349,17709,24634,34559,24215,31771,2560,296793,5414,21436,59304
2022-01-05,12,1335,11111,4461,22944,0,223180,4828,13530,17398,24283,35010,23969,31128,1285,291680,5362,21327,59158
2022-01-05,13,980,10983,4594,20765,0,209774,4555,13869,17169,24548,35036,23816,30129,1296,287193,5284,22057,59484
2022-01-05,14,835,11143,4695,17798,0,200460,4324,14139,16644,24738,36026,24338,29775,2520,284429,5458,22197,60449
2022-01-05,15,905,12826,4853,15168,0,195316,4367,14287,16623,25260,37864,24205,29788,2506,288704,5818,22071,62690
2022-01-05,16,1154,13600,5133,14752,0,191230,4284,14649,16243,24805,38054,23697,30554,2578,294780,5596,21801,65027
2022-01-05,17,1247,13402,5121,15369,0,180867,4422,14895,15951,24515,37569,23425,30805,2905,291879,5287,21434,62286
2022-01-05,18,1490,11563,4804,14388,0,178939,4374,14862,15696,24048,35162,22866,31001,1519,282592,5031,20792,59793
2022-01-05,19,1496,10257,4705,14223,0,173824,4204,14546,15561,23220,32140,21540,30267,1342,265578,4844,19817,56930
2022-01-05,20,1485,9695,4675,13056,0,169373,3880,14316,13749,22289,28971,20089,28127,2531,253115,4572,19120,54108
2022-01-05,21,1279,9249,4577,12681,0,164166,3893,14415,13216,21453,26109,18792,26065,2326,240686,4315,18579,51647
2022-01-05,22,1193,9560,4576,12611,0,159814,4032,14767,12236,20432,23797,17750,24523,2072,226271,4051,18215,48823
2022-01-05,23,1240,9183,4448,12575,0,156419,3816,14818,13179,19179,22257,16977,22677,1772,218188,3967,17680,46607
2022-01-06,00,1077,8501,4527,13174,0,147444,3476,14874,9944,18356,21403,16561,21284,783,212791,3895,17514,44926
2022-01-06,01,990,8018,4430,14109,0,140564,3085,14904,8920,17668,20860,16399,20486,679,209749,3864,17502,43936
2022-01-06,02,955,7207,4711,14237,0,129930,2797,14903,6800,17518,20830,16401,20148,678,208091,3941,17795,43617
2022-01-06,03,949,6294,4835,13407,0,118602,2446,14913,4985,18269,21359,16213,20108,623,212166,4163,18109,44290
2022-01-06,04,991,5620,4437,12129,0,108953,2078,15227,3253,20137,22470,16250,20607,1184,219986,4765,18714,46569
2022-01-06,05,1022,7167,4038,11939,0,100501,1909,15475,2370,23160,24291,16590,21292,1193,235912,5371,19147,51235
2022-01-06,06,1020,8968,4092,12573,0,96003,1919,15920,2009,24170,25936,17087,21817,617,252192,5633,20168,57237
2022-01-06,07,1342,10934,4766,14299,0,92819,1941,16367,1130,24458,27884,18076,23300,847,257922,5608,20826,60865
2022-01-06,08,2016,11496,5163,16376,0,91716,2064,16174,1292,24250,29106,18799,24752,2073,262160,5592,21258,59895
2022-01-06,09,2532,10382,5699,17448,0,96029,2023,15977,2110,24073,29169,19315,25040,2304,263766,5447,21169,56254
2022-01-06,10,2849,10329,6091,17932,0,97774,1911,15848,2830,24298,29057,19658,24856,2411,265922,5326,21064,53946
2022-01-06,11,2816,9295,5733,18716,0,95996,1807,15754,4301,24507,27238,19860,25111,2439,262184,5293,20625,52892
2022-01-06,12,2346,8366,5352,20291,0,90046,1629,15825,5335,24278,26974,19875,25319,2443,255998,5205,20709,53562
2022-01-06,13,1942,7028,4756,20685,0,79468,1503,15794,6258,24527,27105,19753,24387,2425,251343,5163,21371,55745
2022-01-06,14,1741,6405,4830,19306,0,67903,1724,15878,8040,24744,27979,20402,23876,2318,249755,5410,21680,58746
2022-01-06,15,1389,7969,5017,15432,0,73219,1987,15907,9305,25493,31157,20552,24388,2321,258153,5817,21954,62312
2022-01-06,16,1397,8648,4629,14563,0,88567,2362,15794,11568,25290,32505,20465,26611,2437,270955,5655,21591,65345
2022-01-06,17,1307,7800,4349,14829,0,99974,2727,15725,13835,25096,32972,20485,27957,2743,271299,5309,21068,62671
2022-01-06,18,1231,6404,3781,14579,0,109796,3016,15382,15843,24771,31777,20226,28840,2809,266511,5009,20458,60087
2022-01-06,19,1201,5613,3442,13740,0,120526,3222,15102,16467,23984,29627,19556,29309,2576,255356,4730,20482,57242
2022-01-06,20,947,5631,3429,13007,0,122917,3524,14641,16507,23026,27348,18884,28079,2387,244941,4498,20455,54355
2022-01-06,21,1048,5392,3318,11904,0,130782,3738,14245,16047,22152,24725,17761,25915,2196,237085,4232,19167,51176
2022-01-06,22,1154,5283,3271,11633,0,138515,4030,12872,16456,21060,22992,16997,24213,1943,225569,3987,18524,48467
2022-01-06,23,1053,5504,3216,11879,0,144729,4393,12437,16753,19668,21386,16433,22480,1686,213543,3853,18521,46534
2022-01-07,00,964,5932,3296,12374,0,150700,4679,12084,16758,18965,20609,16186,21292,1460,208118,3869,18153,44996
2022-01-07,01,706,6094,3257,13262,0,157141,5227,11832,16867,18378,20460,16161,20706,1348,205425,3872,18216,43913
2022-01-07,02,594,6395,3308,13809,0,160790,5478,12083,15867,18244,20816,16425,20647,1303,207491,3852,18365,43252
2022-01-07,03,591,6731,3443,13903,0,161486,5578,12258,16202,19047,22275,17182,21258,1268,215732,4171,18495,43937
2022-01-07,04,582,7173,3609,13234,0,161816,5741,13440,15881,20997,26081,18906,23127,1242,228451,4794,20144,45972
2022-01-07,05,585,8134,3593,12593,0,165320,5661,13724,15933,24068,29831,20101,25767,1243,251254,5394,21352,50094
2022-01-07,06,791,9868,3791,13701,0,165899,5343,13886,15223,24879,32797,20909,27778,1370,270575,5609,21863,55364
2022-01-07,07,2138,12131,4273,15743,0,166226,4698,14186,14670,24279,34710,21505,29656,1658,280999,5619,21967,59510
2022-01-07,08,3924,13660,4501,18414,0,166393,4663,14463,14475,23325,35433,21346,30690,2104,287473,5591,22315,60270
2022-01-07,09,5166,13260,4444,19500,0,170217,4600,14567,14292,22627,34919,21264,30521,2350,290000,5597,22456,58822
2022-01-07,10,5555,13185,4407,20242,0,170352,4480,14449,13918,22505,34330,21228,30194,2510,293335,5519,22363,57216
2022-01-07,11,5275,12431,4519,20247,0,162169,4495,14340,13981,22587,33466,21885,30397,2550,291698,5388,22296,57208
2022-01-07,12,4168,10605,4158,20238,0,155701,4110,14392,14268,22717,33507,22107,30357,2552,284178,5191,22321,57496
2022-01-07,13,2396,9298,4175,20208,0,147525,3913,14284,14002,23651,33812,22319,29521,2544,281387,5138,22437,58620
2022-01-07,14,962,9006,4585,19370,0,141975,3590,14155,13196,24781,35054,22930,29212,2448,279075,5283,22405,59952
2022-01-07,15,715,10306,4591,15884,0,143481,3332,14152,11868,26000,38172,23000,29408,2383,281797,5579,22335,61849
2022-01-07,16,847,10871,4600,14845,0,146766,3533,13956,10771,25849,38629,22792,31271,2416,286304,5438,21736,63875
2022-01-07,17,799,10433,4214,14972,0,141726,3789,13882,10443,25628,38417,22451,32420,1301,279756,5066,21128,61344
2022-01-07,18,784,8965,4042,14294,0,133057,3709,13808,9541,25143,36227,22022,33087,1398,268767,4717,20408,58692
2022-01-07,19,837,7094,3774,14209,0,122473,3507,13626,8073,24320,33343,20822,32597,2603,254714,4432,19519,55978
2022-01-07,20,861,6359,3558,12668,0,114849,3375,13421,8476,23564,30090,19960,30299,2384,243344,4267,18730,53240
2022-01-07,21,880,5992,3230,12698,0,110874,3463,13420,7877,22794,27169,18816,27675,2184,233075,3991,18221,50276
2022-01-07,22,830,5775,2941,11389,0,105339,3305,13102,8521,21688,24784,17743,25942,1948,220002,3824,17573,47876
2022-01-07,23,779,5662,2887,10675,0,107707,3096,12953,8858,20528,23317,17243,23912,1705,208255,3685,17102,46441
2022-01-08,00,724,5992,2889,11055,0,105283,3173,13031,8972,19540,22441,16879,22497,1465,200464,3584,16679,45103
2022-01-08,01,710,6294,2864,11386,0,108076,3554,13047,7220,18845,22024,16792,21849,1338,198416,3533,16817,43938
2022-01-08,02,690,6558,2746,12083,0,103430,3474,13082,5990,18524,22037,16860,21542,1287,197674,3529,16970,42972
2022-01-08,03,735,6767,2678,13174,0,97399,3654,12979,6326,18774,22884,17340,21638,1182,196406,3600,17050,43129
2022-01-08,04,740,6644,2679,13006,0,100890,4190,13080,6109,19220,25201,18151,22356,1127,197312,3788,17250,44362
2022-01-08,05,738,7141,2717,12568,0,99061,4582,13303,5802,20531,27606,18785,23603,1110,202582,4014,17856,46133
2022-01-08,06,781,8897,2865,12583,0,101864,4659,13521,6610,21749,29716,19579,24867,1140,212921,4328,18681,48407
2022-01-08,07,1191,10245,3216,14544,0,111558,4616,13512,8041,22872,31611,20444,26939,1326,226184,4580,18937,51083
2022-01-08,08,1704,12314,3461,17256,0,117476,4708,13503,10402,23430,32033,21138,28682,1562,239720,4783,19531,52765
2022-01-08,09,2134,12859,3467,18809,0,123370,4272,13591,13832,23730,31403,21373,28988,1757,246040,4768,19969,53386
2022-01-08,10,2010,12800,3252,20173,0,131244,4033,13517,15630,24305,30581,21507,29002,1954,251743,4645,20099,53587
2022-01-08,11,1800,12261,3197,21043,0,135109,3913,13385,16378,24167,29560,21676,29376,2059,251065,4578,19855,53954
2022-01-08,12,1572,11234,3098,22224,0,139761,3651,13464,16634,23531,29300,21486,29475,2086,246925,4535,19961,54699
2022-01-08,13,1181,9129,2786,22095,0,139575,3592,13609,17262,23262,29757,21476,28464,2093,244262,4581,20148,55728
2022-01-08,14,746,8333,2989,19810,0,138419,3592,13541,17525,23532,31078,22045,27669,2040,246748,4834,20353,56287
2022-01-08,15,577,9497,2989,17408,0,146199,3600,13517,17505,24438,34594,22051,27852,2010,256149,5239,20381,58088
2022-01-08,16,607,9736,3037,18143,0,158814,3771,13399,17528,24358,36017,21857,29993,2058,268367,5146,20448,60536
2022-01-08,17,642,9724,2916,19330,0,166200,4064,13210,17467,24076,36486,21552,31156,2307,266198,4788,20183,58553
2022-01-08,18,721,8875,2357,19763,0,173519,4184,12642,16972,23758,34469,21136,31764,2470,257467,4523,19451,56189
2022-01-08,19,805,7193,2147,19221,0,179539,4252,12071,15531,23052,31761,20230,31606,2301,244227,4330,18698,53161
2022-01-08,20,847,6357,1938,18323,0,182406,4374,11923,15615,22071,29176,19224,29474,2099,235472,4159,18190,51056
2022-01-08,21,798,6095,2061,18358,0,185264,4626,11710,15764,21116,26534,18046,27108,1933,228617,3981,17739,48901
2022-01-08,22,741,6322,2083,20470,0,189548,4827,11487,14561,20040,24397,17078,25059,1751,217037,3915,17228,46830
2022-01-08,23,724,6391,2112,21307,0,185881,4991,11422,11822,19002,22471,16344,23142,1582,205466,3813,17162,44718
2022-01-09,00,750,6194,2300,21211,0,179657,4973,11507,14182,18432,21364,15913,21719,1405,197997,3723,16909,43657
2022-01-09,01,783,6244,2481,21306,0,170912,4943,11521,15089,17909,20827,15681,20859,1279,193653,3759,16829,42827
2022-01-09,02,836,6105,2607,21938,0,167048,4949,11568,15951,17655,20920,15813,20371,1256,191070,3755,16799,41823
2022-01-09,03,850,6191,2977,22157,0,164870,4888,11788,16657,17923,21428,16037,20384,1188,192888,3805,16990,41723
2022-01-09,04,864,6533,3151,21726,0,159620,4768,11998,16484,18435,22836,16484,20873,1155,190586,3892,17248,42409
2022-01-09,05,898,7178,3285,20706,0,163352,4626,12479,16122,19498,24309,16835,21535,1142,192030,4045,17693,43688
2022-01-09,06,999,9136,3397,20605,0,159984,4496,12872,15346,20464,25699,17299,22175,1169,200301,4322,18239,45764
2022-01-09,07,1598,10124,3875,21303,0,151388,4310,13190,14347,21595,27828,17983,24018,1258,212439,4486,18741,47644
2022-01-09,08,2259,11859,3799,23560,0,148539,3933,13555,14055,22334,29848,18427,26046,1389,227524,4651,19485,48748
2022-01-09,09,2632,13301,3591,24596,0,148408,3694,13581,12844,22777,30967,18352,27195,1543,235864,4716,19911,48586
2022-01-09,10,2562,12448,3380,25285,0,147555,3378,13681,11431,22957,31067,18561,27654,1748,242909,4724,19965,47980
2022-01-09,11,2287,11574,3093,26883,0,140607,3154,13708,10485,22639,29777,19111,28513,1922,240097,4655,20045,47366
2022-01-09,12,1878,10763,2739,27550,0,131790,2992,13838,8520,22221,29246,19472,28661,2039,232449,4602,20295,47128
2022-01-09,13,1268,10142,2825,28221,0,119303,2915,13971,7442,22253,29206,19621,27297,2172,226801,4646,20652,48044
2022-01-09,14,759,9030,3428,27518,0,108985,3204,14068,5912,22646,29949,20519,26375,1087,226526,4819,21211,49958
2022-01-09,15,683,9661,3757,23946,0,102188,3283,14108,4741,23851,32839,20863,26563,1064,235075,5241,21351,54013
2022-01-09,16,681,10144,3802,22191,0,103632,3149,14050,4362,23925,34144,20845,28870,2185,247250,5106,21024,59212
2022-01-09,17,672,9803,3722,22698,0,96671,2929,14002,3993,23824,34934,20952,30485,2470,246002,4812,20458,57664
2022-01-09,18,635,9782,3145,23642,0,89102,2868,13907,3890,23573,33638,20552,31495,2586,238126,4617,19936,55799
2022-01-09,19,594,8829,2413,22311,0,84738,2740,13902,3618,22900,31415,19668,31201,2394,227706,4342,19263,53644
2022-01-09,20,584,8481,2177,21300,0,77871,2635,13852,2575,21804,28706,18919,28827,2227,221158,4114,18517,51308
2022-01-09,21,581,8343,1973,20259,0,72420,2549,13694,1888,20834,25750,17734,26133,2048,215384,3893,17979,49131
2022-01-09,22,582,8644,1776,20125,0,70451,2531,13277,1291,19601,23368,17084,24133,1835,204593,3720,17574,46626
2022-01-09,23,577,8675,1761,20537,0,71465,2608,13253,1251,18692,21998,16764,22429,1622,197603,3619,17190,45132
2022-01-10,00,577,8688,1681,21284,0,67454,2710,13200,1050,18179,21420,16569,21564,1430,192417,3560,17050,43895
2022-01-10,01,566,8123,1584,20644,0,63690,2778,13163,929,17774,21319,16597,21061,1299,192032,3545,17240,43386
2022-01-10,02,570,7626,1567,19491,0,57723,2969,13306,951,17713,21908,17014,21254,1275,193494,3666,17532,43203
2022-01-10,03,568,7521,1564,18464,0,53514,3085,13337,1073,18563,24281,18255,22053,1240,201555,3925,18234,44050
2022-01-10,04,575,8248,1628,17160,0,50098,2887,13944,925,20888,30474,21426,25328,1198,220743,4531,20058,46653
2022-01-10,05,617,10208,1865,17768,0,47759,2878,14026,818,24367,37249,23775,29847,1206,252159,5132,21447,51887
2022-01-10,06,708,12865,2539,18221,0,54929,2789,14124,894,25575,42412,24863,32334,1330,276574,5384,22120,59219
