index,mapped_country_code
2022012000,3
2022012001,3
2022012002,3
2022012003,3
2022012004,3
2022012005,3
2022012006,3
2022012007,3
2022012008,3
2022012009,3
2022012010,3
2022012011,3
2022012012,3
2022012013,3
2022012014,3
2022012015,9
2022012016,9
2022012017,9
2022012018,9
2022012019,9
2022012020,9
2022012021,3
2022012022,3
2022012023,3
2022012100,3
2022012101,9
2022012102,9
2022012103,9
2022012104,9
2022012105,9
2022012106,9
2022012107,9
2022012108,9
2022012109,9
2022012110,9
2022012111,9
2022012112,9
2022012113,9
2022012114,9
2022012115,9
2022012116,9
2022012117,9
2022012118,9
2022012119,9
2022012120,9
2022012121,9
2022012122,9
2022012123,9
2022012200,9
2022012201,9
2022012202,9
2022012203,9
2022012204,9
2022012205,9
2022012206,9
2022012207,9
2022012208,9
2022012209,9
2022012210,9
2022012211,9
2022012212,9
2022012213,9
2022012214,9
2022012215,9
2022012216,9
2022012217,9
2022012218,9
2022012219,9
2022012220,9
2022012221,9
2022012222,9
2022012223,9
2022012300,9
2022012301,9
2022012302,9
2022012303,9
2022012304,9
2022012305,9
2022012306,9
2022012307,9
2022012308,9
2022012309,9
2022012310,9
2022012311,9
2022012312,9
2022012313,9
2022012314,9
2022012315,9
2022012316,9
2022012317,9
2022012318,9
2022012319,9
2022012320,9
2022012321,3
2022012322,3
2022012323,3
2022012400,3
2022012401,3
2022012402,3
2022012403,3
2022012404,9
2022012405,9
2022012406,9
2022012407,9
2022012408,9
2022012409,9
2022012410,9
2022012411,9
2022012412,9
2022012413,9
2022012414,9
2022012415,9
2022012416,9
2022012417,9
2022012418,9
2022012419,9
2022012420,9
2022012421,3
2022012422,3
2022012423,3
2022012500,3
2022012501,3
2022012502,9
2022012503,9
2022012504,9
2022012505,9
2022012506,9
2022012507,9
2022012508,9
2022012509,9
2022012510,9
2022012511,9
2022012512,9
2022012513,9
2022012514,9
2022012515,9
2022012516,9
2022012517,9
2022012518,9
2022012519,9
2022012520,9
2022012521,3
2022012522,3
2022012523,3
2022012600,3
2022012601,3
2022012602,3
2022012603,3
2022012604,3
2022012605,3
2022012606,3
2022012607,3
2022012608,3
2022012609,3
2022012610,3
2022012611,3
2022012612,3
2022012613,3
2022012614,3
2022012615,9
2022012616,9
2022012617,9
2022012618,9
2022012619,9
2022012620,9
2022012621,3
2022012622,3
2022012623,3
2022012700,3
2022012701,3
2022012702,3
2022012703,3
2022012704,3
2022012705,1
2022012706,1
2022012707,9
2022012708,9
2022012709,3
2022012710,3
2022012711,9
2022012712,9
2022012713,9
2022012714,9
2022012715,9
2022012716,9
2022012717,9
2022012718,9
2022012719,3
2022012720,3
2022012721,3
2022012722,3
2022012723,3
2022012800,3
2022012801,3
2022012802,3
2022012803,9
2022012804,9
2022012805,9
2022012806,9
2022012807,9
2022012808,9
2022012809,9
2022012810,9
2022012811,9
2022012812,9
2022012813,9
2022012814,9
2022012815,9
2022012816,9
2022012817,9
2022012818,9
2022012819,9
2022012820,3
2022012821,3
2022012822,3
2022012823,3
2022012900,3
2022012901,3
2022012902,1
2022012903,1
2022012904,1
2022012905,1
2022012906,1
2022012907,1
2022012908,1
2022012909,1
2022012910,1
2022012911,1
2022012912,1
2022012913,1
2022012914,3
2022012915,1
2022012916,9
2022012917,9
2022012918,9
2022012919,9
2022012920,9
2022012921,9
2022012922,9
2022012923,9
2022013000,9
2022013001,2
2022013002,2
2022013003,9
2022013004,9
2022013005,3
2022013006,3
2022013007,3
2022013008,3
2022013009,3
2022013010,2
2022013011,2
2022013012,2
2022013013,1
2022013014,1
2022013015,1
2022013016,1
2022013017,1
2022013018,1
2022013019,1
2022013020,1
2022013021,1
2022013022,1
2022013023,1
2022013100,1
2022013101,1
2022013102,1
2022013103,1
2022013104,1
2022013105,1
2022013106,1
2022013107,1
2022013108,1
2022013109,1
2022013110,9
2022013111,9
2022013112,9
2022013113,9
2022013114,9
2022013115,9
2022013116,9
2022013117,9
2022013118,1
2022013119,1
2022013120,1
2022013121,1
2022013122,1
2022013123,1
2022020100,1
2022020101,1
2022020102,1
2022020103,1
2022020104,1
2022020105,1
2022020106,1
2022020107,1
2022020108,1
2022020109,1
2022020110,1
2022020111,1
2022020112,3
2022020113,3
2022020114,3
2022020115,3
2022020116,3
2022020117,3
2022020118,3
2022020119,3
2022020120,3
2022020121,3
2022020122,3
2022020123,3
2022020200,3
2022020201,1
2022020202,3
2022020203,3
2022020204,1
2022020205,1
2022020206,1
2022020207,1
2022020208,9
2022020209,9
2022020210,3
2022020211,9
2022020212,9
2022020213,9
2022020214,9
2022020215,9
2022020216,9
2022020217,9
2022020218,9
2022020219,9
2022020220,9
2022020221,9
2022020222,9
2022020223,1
2022020300,1
2022020301,1
2022020302,1
2022020303,1
2022020304,1
2022020305,1
2022020306,1
2022020307,1
2022020308,1
2022020309,1
2022020310,1
2022020311,1
2022020312,1
2022020313,1
2022020314,1
2022020315,1
2022020316,1
2022020317,9
2022020318,9
2022020319,9
2022020320,9
2022020321,9
2022020322,9
2022020323,3
2022020400,3
2022020401,3
2022020402,3
2022020403,3
2022020404,3
2022020405,3
2022020406,1
2022020407,1
2022020408,9
2022020409,1
2022020410,1
2022020411,1
2022020412,1
2022020413,1
2022020414,1
2022020415,1
2022020416,1
2022020417,1
2022020418,9
2022020419,9
2022020420,3
2022020421,3
2022020422,3
2022020423,1
2022020500,1
2022020501,1
2022020502,1
2022020503,1
2022020504,1
2022020505,1
2022020506,1
2022020507,1
2022020508,1
2022020509,1
2022020510,1
2022020511,1
2022020512,1
2022020513,1
2022020514,1
2022020515,1
2022020516,1
2022020517,1
2022020518,3
2022020519,3
2022020520,3
2022020521,3
2022020522,3
2022020523,2
2022020600,2
2022020601,2
2022020602,2
2022020603,2
2022020604,2
2022020605,2
2022020606,2
2022020607,1
2022020608,1
2022020609,1
2022020610,1
2022020611,1
2022020612,1
2022020613,1
2022020614,1
2022020615,1
2022020616,1
2022020617,1
2022020618,1
2022020619,9
2022020620,9
2022020621,3
2022020622,3
2022020623,3
2022020700,3
2022020701,3
2022020702,3
2022020703,3
2022020704,3
2022020705,3
2022020706,3
2022020707,3
2022020708,3
2022020709,3
2022020710,3
2022020711,3
2022020712,1
2022020713,1
2022020714,1
2022020715,1
2022020716,1
2022020717,1
2022020718,1
2022020719,1
2022020720,1
2022020721,1
2022020722,3
2022020723,3
2022020800,1
2022020801,3
2022020802,3
2022020803,3
2022020804,3
2022020805,3
2022020806,3
2022020807,3
2022020808,3
2022020809,3
2022020810,3
2022020811,3
2022020812,9
2022020813,9
2022020814,9
2022020815,1
2022020816,9
2022020817,9
2022020818,9
2022020819,9
2022020820,9
2022020821,1
2022020822,1
2022020823,1
2022020900,1
2022020901,1
2022020902,1
2022020903,1
2022020904,1
2022020905,1
2022020906,1
2022020907,1
2022020908,9
2022020909,3
2022020910,3
2022020911,3
2022020912,3
2022020913,3
2022020914,3
2022020915,9
2022020916,9
2022020917,9
2022020918,3
2022020919,3
2022020920,3
2022020921,3
2022020922,3
2022020923,3
2022021000,3
2022021001,1
2022021002,1
2022021003,1
2022021004,1
2022021005,1
2022021006,1
2022021007,1
2022021008,1
2022021009,1
2022021010,1
2022021011,1
2022021012,9
2022021013,9
2022021014,9
2022021015,9
2022021016,9
2022021017,9
2022021018,9
2022021019,9
2022021020,9
2022021021,9
2022021022,9
2022021023,9
2022021100,9
2022021101,9
2022021102,9
2022021103,9
2022021104,9
2022021105,9
2022021106,9
2022021107,9
2022021108,9
2022021109,9
2022021110,9
2022021111,3
2022021112,1
2022021113,1
2022021114,1
2022021115,1
2022021116,1
2022021117,1
2022021118,1
2022021119,1
2022021120,1
2022021121,1
2022021122,1
2022021123,1
2022021200,1
2022021201,1
2022021202,1
2022021203,1
2022021204,1
2022021205,1
2022021206,1
2022021207,1
2022021208,1
2022021209,3
2022021210,3
2022021211,3
2022021212,3
2022021213,1
2022021214,1
2022021215,1
2022021216,3
2022021217,3
2022021218,3
2022021219,3
2022021220,3
2022021221,3
2022021222,3
2022021223,3
2022021300,3
2022021301,3
2022021302,3
2022021303,3
2022021304,3
2022021305,3
2022021306,3
2022021307,3
2022021308,3
2022021309,3
2022021310,2
2022021311,2
2022021312,2
2022021313,3
2022021314,3
2022021315,9
2022021316,9
2022021317,3
2022021318,3
2022021319,9
2022021320,3
2022021321,3
2022021322,3
2022021323,3
2022021400,3
2022021401,3
2022021402,3
2022021403,3
2022021404,3
2022021405,1
2022021406,1
2022021407,1
2022021408,1
2022021409,1
2022021410,3
2022021411,3
2022021412,3
2022021413,3
2022021414,3
2022021415,3
2022021416,3
2022021417,3
2022021418,3
2022021419,3
2022021420,3
2022021421,3
2022021422,3
2022021423,3
2022021500,1
2022021501,1
2022021502,1
2022021503,1
2022021504,1
2022021505,1
2022021506,1
2022021507,1
2022021508,3
2022021509,3
2022021510,3
2022021511,9
2022021512,9
2022021513,3
2022021514,9
2022021515,3
2022021516,3
2022021517,3
2022021518,3
2022021519,3
2022021520,3
2022021521,1
2022021522,1
2022021523,1
2022021600,1
2022021601,1
2022021602,1
2022021603,1
2022021604,1
2022021605,1
2022021606,1
2022021607,1
2022021608,1
2022021609,1
2022021610,1
2022021611,1
2022021612,1
2022021613,1
2022021614,1
2022021615,1
2022021616,1
2022021617,1
2022021618,1
2022021619,1
2022021620,1
2022021621,1
2022021622,1
2022021623,1
2022021700,1
2022021701,1
2022021702,1
2022021703,1
2022021704,1
2022021705,1
2022021706,1
2022021707,1
2022021708,9
2022021709,3
2022021710,3
2022021711,3
2022021712,3
2022021713,3
2022021714,3
2022021715,3
2022021716,3
2022021717,3
2022021718,3
2022021719,3
2022021720,3
2022021721,3
2022021722,3
2022021723,3
2022021800,3
2022021801,3
2022021802,3
2022021803,3
2022021804,3
2022021805,9
2022021806,9
2022021807,9
2022021808,1
2022021809,1
2022021810,1
2022021811,1
2022021812,1
2022021813,1
2022021814,1
2022021815,1
2022021816,1
2022021817,1
2022021818,1
2022021819,1
2022021820,1
2022021821,1
2022021822,1
2022021823,1
2022021900,1
2022021901,3
2022021902,3
2022021903,3
2022021904,3
2022021905,3
2022021906,3
2022021907,3
2022021908,2
2022021909,2
2022021910,2
2022021911,2
2022021912,2
2022021913,2
2022021914,3
2022021915,3
2022021916,3
2022021917,3
2022021918,3
2022021919,3
2022021920,3
2022021921,1
2022021922,1
2022021923,1
2022022000,1
2022022001,1
2022022002,1
2022022003,1
2022022004,1
2022022005,1
2022022006,1
2022022007,1
2022022008,1
2022022009,1
2022022010,1
2022022011,1
2022022012,2
2022022013,2
2022022014,1
2022022015,1
2022022016,1
2022022017,1
2022022018,1
2022022019,1
2022022020,1
2022022021,1
2022022022,2
2022022023,2
2022022100,2
2022022101,2
2022022102,2
2022022103,3
2022022104,3
2022022105,3
2022022106,1
2022022107,1
2022022108,1
2022022109,1
2022022110,1
2022022111,3
2022022112,3
2022022113,3
2022022114,3
2022022115,9
2022022116,9
2022022117,9
2022022118,3
2022022119,3
2022022120,3
2022022121,3
2022022122,1
2022022123,1
2022022200,1
2022022201,1
2022022202,1
2022022203,1
2022022204,1
2022022205,1
2022022206,1
2022022207,1
2022022208,1
2022022209,1
2022022210,1
2022022211,1
2022022212,1
2022022213,1
2022022214,1
2022022215,1
2022022216,1
2022022217,1
2022022218,3
2022022219,3
2022022220,3
2022022221,3
2022022222,3
2022022223,3
2022022300,3
2022022301,3
2022022302,3
2022022303,3
2022022304,1
2022022305,1
2022022306,1
2022022307,1
2022022308,1
2022022309,1
2022022310,1
2022022311,1
2022022312,1
2022022313,1
2022022314,1
2022022315,1
2022022316,3
2022022317,3
2022022318,3
2022022319,3
2022022320,3
2022022321,3
2022022322,3
2022022323,3
2022022400,3
2022022401,1
2022022402,1
2022022403,1
2022022404,1
2022022405,1
2022022406,1
2022022407,9
2022022408,9
2022022409,9
2022022410,1
2022022411,1
2022022412,9
2022022413,1
2022022414,1
2022022415,1
2022022416,1
2022022417,1
2022022418,9
2022022419,9
2022022420,3
2022022421,3
2022022422,3
2022022423,1
2022022500,1
2022022501,1
2022022502,3
2022022503,3
2022022504,9
2022022505,9
2022022506,9
2022022507,9
2022022508,9
2022022509,9
2022022510,3
2022022511,3
2022022512,3
2022022513,3
2022022514,9
2022022515,1
2022022516,1
2022022517,1
2022022518,1
2022022519,1
2022022520,1
2022022521,1
2022022522,1
2022022523,1
2022022600,1
2022022601,1
2022022602,1
2022022603,1
2022022604,1
2022022605,1
2022022606,1
2022022607,1
2022022608,1
2022022609,1
2022022610,1
2022022611,1
2022022612,1
2022022613,1
2022022614,1
2022022615,1
2022022616,1
2022022617,1
2022022618,1
2022022619,1
2022022620,1
2022022621,1
2022022622,1
2022022623,1
2022022700,1
2022022701,9
2022022702,9
2022022703,9
2022022704,9
2022022705,9
2022022706,9
2022022707,9
2022022708,9
2022022709,9
2022022710,1
2022022711,1
2022022712,1
2022022713,1
2022022714,1
2022022715,1
2022022716,1
2022022717,1
2022022718,1
2022022719,1
2022022720,1
2022022721,1
2022022722,1
2022022723,1
2022022800,1
2022022801,1
2022022802,1
2022022803,9
2022022804,9
2022022805,1
2022022806,9
2022022807,9
2022022808,9
2022022809,9
2022022810,9
2022022811,9
2022022812,9
2022022813,9
2022022814,9
2022022815,9
2022022816,9
2022022817,9
2022022818,9
2022022819,9
2022022820,3
2022022821,3
2022022822,3
2022022823,3
2022030100,3
2022030101,3
2022030102,3
2022030103,9
2022030104,9
2022030105,9
2022030106,9
2022030107,9
2022030108,9
2022030109,9
2022030110,9
2022030111,9
2022030112,9
2022030113,9
2022030114,9
2022030115,9
2022030116,9
2022030117,9
2022030118,9
2022030119,9
2022030120,9
2022030121,1
2022030122,1
2022030123,1
2022030200,1
2022030201,1
2022030202,1
2022030203,1
2022030204,1
2022030205,1
2022030206,1
2022030207,1
2022030208,1
2022030209,1
2022030210,1
2022030211,1
2022030212,1
2022030213,1
2022030214,1
2022030215,1
2022030216,1
2022030217,1
2022030218,1
2022030219,1
2022030220,1
2022030221,1
2022030222,1
2022030223,1
2022030300,1
2022030301,1
2022030302,1
2022030303,9
2022030304,9
2022030305,1
2022030306,9
2022030307,9
2022030308,9
2022030309,9
2022030310,9
2022030311,9
2022030312,9
2022030313,9
2022030314,9
2022030315,9
2022030316,9
2022030317,9
2022030318,9
2022030319,9
2022030320,9
2022030321,9
2022030322,9
2022030323,9
2022030400,9
2022030401,9
2022030402,9
2022030403,9
2022030404,9
2022030405,9
2022030406,9
2022030407,9
2022030408,9
2022030409,9
2022030410,9
2022030411,9
2022030412,9
2022030413,9
2022030414,9
2022030415,9
2022030416,9
2022030417,9
2022030418,9
2022030419,9
2022030420,9
2022030421,9
2022030422,9
2022030423,9
2022030500,9
2022030501,9
2022030502,9
2022030503,9
2022030504,9
2022030505,9
2022030506,9
2022030507,9
2022030508,9
2022030509,9
2022030510,9
2022030511,9
2022030512,9
2022030513,9
2022030514,9
2022030515,9
2022030516,9
2022030517,9
2022030518,9
2022030519,9
2022030520,9
2022030521,9
2022030522,9
2022030523,9
2022030600,9
2022030601,9
2022030602,9
2022030603,9
2022030604,9
2022030605,9
2022030606,9
2022030607,9
2022030608,9
2022030609,9
2022030610,9
2022030611,9
2022030612,9
2022030613,9
2022030614,9
2022030615,9
2022030616,9
2022030617,9
2022030618,9
2022030619,9
2022030620,9
2022030621,9
2022030622,9
2022030623,9
2022030700,1
2022030701,1
2022030702,1
2022030703,1
2022030704,1
2022030705,1
2022030706,1
2022030707,1
2022030708,9
2022030709,1
2022030710,1
2022030711,1
2022030712,1
2022030713,1
2022030714,1
2022030715,1
2022030716,1
2022030717,9
2022030718,9
2022030719,9
2022030720,9
2022030721,1
2022030722,1
2022030723,1
2022030800,1
2022030801,1
2022030802,1
2022030803,1
2022030804,1
2022030805,1
2022030806,1
2022030807,1
2022030808,1
2022030809,1
2022030810,1
2022030811,1
2022030812,1
2022030813,1
2022030814,1
2022030815,1
2022030816,1
2022030817,1
2022030818,1
2022030819,1
2022030820,1
2022030821,1
2022030822,1
2022030823,1
2022030900,1
2022030901,1
2022030902,1
2022030903,1
2022030904,1
2022030905,1
2022030906,1
2022030907,1
2022030908,1
2022030909,9
2022030910,9
2022030911,9
2022030912,9
2022030913,9
2022030914,9
2022030915,9
2022030916,9
2022030917,9
2022030918,9
2022030919,9
2022030920,9
2022030921,9
2022030922,9
2022030923,9
2022031000,9
2022031001,9
2022031002,9
2022031003,9
2022031004,9
2022031005,9
2022031006,9
2022031007,9
2022031008,9
2022031009,9
2022031010,3
2022031011,3
2022031012,1
2022031013,1
2022031014,1
2022031015,1
2022031016,1
2022031017,1
2022031018,1
2022031019,1
2022031020,1
2022031021,1
2022031022,1
2022031023,1
2022031100,1
2022031101,1
2022031102,1
2022031103,1
2022031104,1
2022031105,1
2022031106,1
2022031107,1
2022031108,1
2022031109,3
2022031110,2
2022031111,2
2022031112,3
2022031113,3
2022031114,3
2022031115,9
2022031116,9
2022031117,3
2022031118,3
2022031119,3
2022031120,3
2022031121,3
2022031122,3
2022031123,9
2022031200,9
2022031201,9
2022031202,3
2022031203,9
2022031204,9
2022031205,3
2022031206,3
2022031207,3
2022031208,3
2022031209,3
2022031210,3
2022031211,3
2022031212,3
2022031213,3
2022031214,3
2022031215,9
2022031216,1
2022031217,1
2022031218,1
2022031219,1
2022031220,1
2022031221,1
2022031222,1
2022031223,1
2022031300,1
2022031301,1
2022031302,1
2022031303,1
2022031304,1
2022031305,1
2022031306,1
2022031307,1
2022031308,1
2022031309,1
2022031310,1
2022031311,2
2022031312,2
2022031313,1
2022031314,1
2022031315,1
2022031316,1
2022031317,1
2022031318,1
2022031319,1
2022031320,1
2022031321,1
2022031322,1
2022031323,1
2022031400,1
2022031401,1
2022031402,1
2022031403,1
2022031404,1
2022031405,1
2022031406,1
2022031407,9
2022031408,9
2022031409,1
2022031410,9
2022031411,9
2022031412,9
2022031413,9
2022031414,1
2022031415,9
2022031416,9
2022031417,9
2022031418,9
2022031419,9
2022031420,9
2022031421,9
2022031422,1
2022031423,1
2022031500,1
2022031501,1
2022031502,1
2022031503,1
2022031504,1
2022031505,1
2022031506,1
2022031507,1
2022031508,1
2022031509,1
2022031510,9
2022031511,1
2022031512,1
2022031513,1
2022031514,1
2022031515,1
2022031516,9
2022031517,9
2022031518,9
2022031519,9
2022031520,9
2022031521,9
2022031522,9
2022031523,9
2022031600,9
2022031601,9
2022031602,9
2022031603,9
2022031604,9
2022031605,9
2022031606,9
2022031607,9
2022031608,9
2022031609,9
2022031610,9
2022031611,9
2022031612,9
2022031613,9
2022031614,9
2022031615,9
2022031616,9
2022031617,9
2022031618,9
2022031619,9
2022031620,9
2022031621,3
2022031622,3
2022031623,3
2022031700,3
2022031701,3
2022031702,3
2022031703,1
2022031704,1
2022031705,3
2022031706,1
2022031707,1
2022031708,1
2022031709,1
2022031710,1
2022031711,1
2022031712,1
2022031713,1
2022031714,1
2022031715,1
2022031716,1
2022031717,9
2022031718,9
2022031719,9
2022031720,9
2022031721,9
2022031722,9
2022031723,9
2022031800,9
2022031801,9
2022031802,9
2022031803,9
2022031804,9
2022031805,1
2022031806,1
2022031807,1
2022031808,1
2022031809,1
2022031810,1
2022031811,1
2022031812,1
2022031813,1
2022031814,1
2022031815,1
2022031816,1
2022031817,1
2022031818,9
2022031819,9
2022031820,1
2022031821,1
2022031822,1
2022031823,1
2022031900,1
2022031901,1
2022031902,1
2022031903,1
2022031904,1
2022031905,1
2022031906,1
2022031907,1
2022031908,1
2022031909,1
2022031910,2
2022031911,2
2022031912,2
2022031913,2
2022031914,1
2022031915,1
2022031916,1
2022031917,1
2022031918,1
2022031919,1
2022031920,1
2022031921,1
2022031922,1
2022031923,1
2022032000,1
2022032001,1
2022032002,1
2022032003,1
2022032004,1
2022032005,1
2022032006,1
2022032007,2
2022032008,2
2022032009,2
2022032010,2
2022032011,2
2022032012,2
2022032013,2
2022032014,3
2022032015,3
2022032016,1
2022032017,1
2022032018,9
2022032019,9
2022032020,9
2022032021,9
2022032022,3
2022032023,3
2022032100,3
2022032101,3
2022032102,3
2022032103,1
2022032104,1
2022032105,1
2022032106,1
2022032107,9
2022032108,9
2022032109,9
2022032110,9
2022032111,9
2022032112,9
2022032113,9
2022032114,1
2022032115,9
2022032116,9
2022032117,9
2022032118,9
2022032119,9
2022032120,9
2022032121,9
2022032122,1
2022032123,1
2022032200,1
2022032201,1
2022032202,1
2022032203,1
2022032204,1
2022032205,1
2022032206,1
2022032207,9
2022032208,9
2022032209,9
2022032210,9
2022032211,9
2022032212,1
2022032213,1
2022032214,1
2022032215,9
2022032216,9
2022032217,9
2022032218,9
2022032219,9
2022032220,9
2022032221,9
2022032222,9
2022032223,9
2022032300,9
2022032301,9
2022032302,9
2022032303,9
2022032304,9
2022032305,9
2022032306,9
2022032307,9
2022032308,9
2022032309,9
2022032310,9
2022032311,9
2022032312,9
2022032313,9
2022032314,9
2022032315,9
2022032316,9
2022032317,9
2022032318,9
2022032319,9
2022032320,9
2022032321,9
2022032322,9
2022032323,9
2022032400,9
2022032401,9
2022032402,9
2022032403,9
2022032404,9
2022032405,9
2022032406,9
2022032407,9
2022032408,9
2022032409,9
2022032410,9
2022032411,9
2022032412,9
2022032413,9
2022032414,9
2022032415,9
2022032416,9
2022032417,9
2022032418,9
2022032419,9
2022032420,9
2022032421,9
2022032422,9
2022032423,9
2022032500,9
2022032501,9
2022032502,9
2022032503,9
2022032504,9
